amount,hour,txn_velocity_1h,acct_age_days,amount_to_avg_ratio,cross_border,is_fraud
395.11,8,0,1726,0.904,0,0
248.18,22,2,305,1.274,0,0
746.45,6,0,2543,1.57,0,0
92.04,7,2,2597,1.464,0,0
111.19,12,2,2102,1.16,0,0
22.23,10,0,1181,1.817,0,0
131.28,21,0,2550,0.695,0,0
133.13,17,1,1778,0.669,0,0
186.13,12,0,1721,0.834,0,0
129.74,22,2,3957,0.845,0,0
9.47,8,3,2920,0.572,0,0
94.04,11,0,750,0.638,0,0
30.45,9,1,1261,0.93,0,0
54.35,8,3,3932,0.464,0,0
69.4,22,1,2896,1.211,0,0
23.39,17,1,2379,0.962,0,0
328.44,21,0,528,0.82,0,0
224.89,7,0,797,0.636,0,0
151.25,12,1,2570,0.552,0,0
223.8,9,2,1178,0.447,0,0
281.63,20,3,2026,1.778,0,0
31.93,10,1,295,0.505,0,0
138.65,10,1,3153,0.97,0,0
660.88,6,4,2977,1.158,0,0
380.04,6,1,371,1.345,0,0
97.74,15,2,427,0.827,0,0
826.02,21,1,3327,0.895,0,0
32.75,9,3,321,0.926,0,0
79.34,18,3,1675,1.11,0,0
96.15,15,3,1131,1.694,0,0
150.06,21,1,3508,1.567,0,0
208.24,17,1,3877,0.716,0,0
278.32,21,1,2368,0.705,0,0
86.32,15,1,1713,0.64,0,0
226.43,9,1,3831,0.299,0,0
21.55,11,1,289,0.928,0,0
27.41,19,1,696,1.245,0,0
209.27,17,2,2405,0.935,0,0
124.66,22,2,3021,1.223,0,0
108.1,12,1,235,1.134,0,0
319.75,21,3,1026,1.254,0,0
22.85,11,1,3649,0.992,1,0
60.41,22,1,3734,1.057,0,0
38.87,17,3,337,1.216,0,0
38.66,13,2,943,1.051,0,0
73.67,13,1,2043,0.692,0,0
43.32,15,1,819,1.016,0,0
925.62,19,1,2520,0.891,0,0
236.33,20,0,3784,1.203,0,0
4.99,15,0,1710,0.995,0,0
159.0,14,1,753,1.339,0,0
19.94,15,0,1116,0.573,0,0
16.58,22,1,3940,0.678,0,0
43.43,9,3,247,1.05,0,0
12.12,13,3,3269,0.873,0,0
16.8,18,0,3450,1.631,0,0
152.44,21,2,220,0.778,0,0
52.35,13,2,2898,1.235,0,0
154.68,7,1,1606,0.752,0,0
145.89,7,1,353,0.577,0,0
77.87,12,0,264,1.278,0,0
153.37,20,1,2396,1.065,0,0
32.0,22,2,2107,1.399,0,0
459.71,22,9,280,5.566,0,1
45.76,7,1,1541,1.053,0,0
37.58,13,2,1735,0.789,0,0
145.51,19,1,2038,1.023,0,0
181.77,13,2,3124,1.049,0,0
33.75,6,1,2870,1.423,0,0
102.87,7,1,3833,0.936,0,0
303.31,22,3,1919,0.868,0,0
39.24,13,0,1694,1.171,1,0
120.48,10,0,3599,1.14,0,0
99.1,10,1,2476,1.314,0,0
48.41,19,2,1808,0.523,0,0
258.65,12,5,3298,1.26,0,0
409.63,16,3,3207,1.219,0,0
78.35,14,0,2682,1.59,0,0
92.63,13,3,2071,0.66,0,0
28.97,12,1,1230,0.84,0,0
74.82,12,2,3250,1.038,0,0
38.95,18,3,2142,0.903,0,0
82.84,11,1,628,1.04,0,0
44.54,17,1,2346,0.987,0,0
358.47,20,3,3646,0.608,0,0
97.23,21,1,3286,0.269,0,0
78.32,9,1,1715,1.67,0,0
34.18,14,0,134,0.942,0,0
191.63,9,2,1800,0.828,0,0
334.68,8,1,2297,1.496,0,0
83.65,9,3,2360,1.344,0,0
11.33,19,2,3766,1.004,0,0
19.88,12,1,283,0.675,0,0
208.63,12,2,2948,0.235,0,0
49.77,22,0,1713,1.349,0,0
33.53,18,0,2974,0.05,0,0
66.58,16,1,2116,0.961,0,0
91.7,18,0,1730,1.093,0,0
65.38,16,0,3105,0.05,0,0
446.54,14,3,639,0.81,1,0
73.98,8,1,1774,0.702,0,0
65.95,19,0,1268,0.966,0,0
268.4,12,1,3643,0.549,0,0
8.28,13,3,2044,1.288,1,0
89.5,7,1,1626,0.775,0,0
41.12,17,0,1619,1.093,0,0
36.22,21,1,851,0.966,0,0
36.21,22,0,2545,0.87,0,0
332.26,10,0,152,1.504,0,0
8.03,8,0,1937,1.291,0,0
198.47,12,1,738,1.249,0,0
103.23,15,0,2308,1.348,1,0
153.74,22,2,3369,1.026,0,0
220.02,10,0,882,1.503,1,0
70.4,12,2,826,0.621,0,0
31.23,9,2,3025,1.384,0,0
33.45,7,1,3868,0.235,0,0
190.74,14,1,2783,1.13,0,0
54.06,16,3,1667,1.514,0,0
113.27,6,1,3506,1.043,0,0
18.98,13,0,1558,0.748,0,0
120.95,7,0,477,0.8,1,0
31.24,19,1,2602,0.847,0,0
38.16,19,0,3329,0.675,0,0
33.43,10,3,3119,1.054,0,0
9.02,7,2,1147,1.436,1,0
114.11,12,2,3662,0.705,0,0
59.79,17,0,2402,0.902,0,0
115.9,21,0,3956,0.778,0,0
125.43,6,2,1362,0.907,0,0
115.37,6,2,2600,1.194,0,0
164.81,9,2,2313,0.438,0,0
88.42,15,2,3944,1.095,1,0
76.16,22,0,3190,0.662,0,0
44.56,6,0,889,1.413,0,0
95.66,13,2,785,0.666,0,0
568.62,0,8,203,5.744,0,1
86.01,12,2,3227,1.548,0,0
267.49,21,2,2308,0.843,0,0
97.09,12,1,250,0.86,0,0
74.91,21,4,642,1.212,0,0
68.42,8,2,3477,1.011,0,0
71.13,18,0,919,0.81,0,0
23.37,18,0,2210,1.275,1,0
36.38,8,3,3242,1.018,0,0
241.57,15,2,441,1.229,0,0
26.11,9,3,2037,1.617,0,0
237.71,16,1,1286,1.409,1,0
40.18,12,0,2117,1.077,0,0
558.03,14,1,268,1.021,0,0
212.02,10,2,2507,1.092,0,0
104.04,9,2,3838,0.984,0,0
217.09,7,0,2757,1.2,0,0
118.71,14,1,451,0.488,0,0
111.99,22,3,1460,0.944,1,0
102.55,16,1,3833,1.649,1,0
42.61,19,2,788,1.086,0,0
171.99,12,3,1802,1.467,0,0
53.49,14,3,2050,1.087,0,0
66.16,22,0,2289,1.254,0,0
25.58,17,0,3060,1.437,0,0
65.03,18,1,1568,0.778,0,0
405.34,7,0,1362,0.788,0,0
18.96,18,0,3846,0.546,0,0
51.22,13,0,1986,0.93,1,0
91.83,14,0,602,0.766,0,0
71.55,9,1,2177,0.504,0,0
67.24,8,2,3335,0.937,0,0
17.19,16,0,1360,1.009,0,0
191.86,17,1,1771,0.87,0,0
93.92,12,1,226,0.646,0,0
75.01,15,0,3644,0.639,0,0
176.88,11,0,3519,0.999,0,0
83.0,15,1,1123,1.153,0,0
404.95,14,1,3288,1.353,0,0
27.95,13,1,2327,0.346,0,0
47.54,18,2,1452,0.528,0,0
54.64,18,1,1350,1.534,0,0
70.94,20,1,1522,1.531,0,0
107.69,20,0,1486,1.208,0,0
314.79,16,1,136,1.094,0,0
23.44,10,1,2108,0.442,0,0
69.63,17,0,3031,0.803,0,0
91.28,11,3,3896,0.698,0,0
7.42,16,0,2659,0.725,0,0
99.91,18,1,144,1.016,0,0
210.9,7,0,1032,0.758,0,0
91.53,9,0,770,0.694,0,0
21.93,12,0,3518,1.809,0,0
145.88,16,1,3672,1.084,0,0
35.86,21,0,2071,0.601,0,0
37.92,16,2,1928,1.137,0,0
534.87,21,1,2751,0.722,0,0
502.69,20,2,2442,1.348,0,0
8.31,16,1,2772,0.835,0,0
55.65,10,1,3355,1.068,0,0
38.69,7,2,1519,0.935,0,0
56.65,17,2,2602,0.868,0,0
49.51,15,1,2203,0.995,0,0
62.25,17,1,1673,0.374,0,0
33.32,8,0,2589,1.315,0,0
28.8,21,4,3180,0.85,0,0
184.57,14,1,1957,0.949,1,0
64.15,19,1,323,0.872,0,0
316.43,22,1,3884,1.103,0,0
114.45,16,1,390,1.297,0,0
803.68,7,2,2146,0.989,0,0
222.22,7,1,2105,1.06,0,0
29.51,20,1,2157,1.359,0,0
133.6,7,2,254,1.446,0,0
141.08,14,1,1476,1.061,0,0
459.09,11,0,460,1.493,1,0
8.5,20,1,3759,1.264,0,0
66.66,7,2,1839,0.62,0,0
92.12,8,2,2074,1.036,0,0
451.48,8,1,262,0.696,0,0
30.66,19,1,867,0.554,0,0
183.91,9,1,271,1.012,0,0
322.07,22,1,2909,0.784,0,0
115.18,9,3,2110,1.207,0,0
38.52,11,0,3044,0.902,0,0
253.48,13,2,3204,0.845,0,0
406.75,11,3,693,1.168,0,0
111.16,15,2,2140,0.912,0,0
85.49,9,1,2559,1.186,0,0
46.93,13,4,3615,0.192,0,0
56.9,11,1,1469,1.466,0,0
81.98,20,0,1983,1.454,0,0
123.86,16,1,2332,0.715,0,0
33.11,14,2,3777,1.018,0,0
57.13,10,3,288,0.873,0,0
50.77,12,2,2357,0.854,0,0
141.95,19,2,2146,0.703,0,0
59.28,13,1,1722,1.209,0,0
16.54,13,1,1636,0.407,0,0
173.63,21,4,1508,0.678,0,0
82.54,18,2,160,1.482,0,0
396.71,10,1,1452,0.995,0,0
22.9,14,1,3336,0.488,0,0
62.7,14,1,1727,1.236,0,0
14.79,21,2,3689,0.857,0,0
92.7,17,2,650,0.828,0,0
67.77,15,2,1405,1.036,0,0
97.39,17,0,1967,1.112,0,0
48.86,18,2,2937,1.455,0,0
9.52,20,2,2784,1.262,0,0
6.93,12,2,3290,1.572,0,0
42.93,12,2,2884,0.281,0,0
31.82,22,1,3426,1.14,0,0
89.77,10,2,179,1.193,0,0
176.25,7,2,740,1.21,0,0
50.34,21,2,2423,0.87,0,0
99.26,21,2,1042,0.679,0,0
95.56,6,2,2188,1.465,0,0
84.93,21,2,886,0.776,0,0
64.22,7,1,3394,0.987,0,0
50.93,18,1,1012,0.637,0,0
239.56,8,2,1641,1.663,0,0
85.92,16,1,2165,0.694,0,0
203.83,18,0,1726,0.756,0,0
54.46,18,1,3189,0.783,0,0
57.53,17,1,2668,1.529,0,0
47.01,16,2,1241,1.365,0,0
275.51,19,1,943,1.457,0,0
145.47,9,0,2625,0.569,0,0
58.81,16,0,3018,0.935,0,0
68.24,12,1,2435,0.65,0,0
13.5,12,0,3226,0.719,0,0
58.27,22,1,919,0.852,0,0
39.84,9,1,1591,1.093,1,0
41.51,12,2,3040,1.05,0,0
70.23,13,2,3200,0.94,0,0
18.27,9,3,2814,0.695,1,0
27.37,22,0,1628,0.776,0,0
356.47,18,2,519,1.14,1,0
32.45,22,2,2320,0.689,0,0
668.57,21,2,1447,1.009,0,0
58.18,6,2,2797,0.915,0,0
596.27,12,1,1235,1.215,0,0
60.62,14,2,774,0.527,0,0
231.37,20,1,675,1.096,0,0
59.33,6,4,2471,1.683,0,0
29.58,16,0,3954,1.142,0,0
19.15,13,1,2425,0.971,0,0
62.6,15,2,3673,0.685,0,0
51.17,10,1,3902,1.614,0,0
33.45,15,0,3517,0.78,0,0
34.15,11,1,3653,1.212,0,0
26.43,13,5,3540,1.202,0,0
22.1,21,1,2350,1.272,0,0
104.68,19,1,568,0.834,0,0
121.89,15,1,2991,1.065,0,0
39.4,22,1,246,0.566,0,0
245.59,9,0,3605,0.949,0,0
77.94,14,4,546,0.96,0,0
198.15,18,2,411,1.163,0,0
125.16,21,0,3396,1.634,0,0
84.62,14,1,1054,0.717,1,0
117.94,19,3,778,0.912,0,0
57.33,10,3,2312,1.232,0,0
41.14,20,2,369,1.426,0,0
87.7,9,2,295,0.978,0,0
103.9,15,1,1035,1.773,0,0
43.44,18,0,1550,1.487,1,0
67.39,17,2,3092,1.005,0,0
67.63,22,1,2662,0.953,0,0
79.4,16,0,3186,0.893,0,0
10.74,19,3,193,1.423,0,0
105.11,6,0,3060,1.611,0,0
27.16,11,1,1490,0.894,0,0
187.79,12,3,204,0.938,0,0
45.1,10,3,799,1.175,0,0
44.39,15,0,3225,0.857,0,0
101.5,13,5,841,0.763,0,0
223.98,8,0,1062,0.802,0,0
36.11,20,1,2944,0.637,0,0
47.59,6,1,1865,0.597,0,0
188.23,22,0,2854,0.668,0,0
234.21,6,0,2208,1.047,0,0
90.75,16,1,2687,0.986,0,0
62.62,19,3,2601,1.055,0,0
20.7,11,1,2925,0.666,0,0
19.98,6,0,3191,0.729,0,0
55.53,12,1,3283,1.397,0,0
810.91,5,9,153,3.7,1,1
58.02,21,0,1903,1.224,0,0
43.86,19,0,3184,0.49,1,0
23.42,16,0,3842,1.035,0,0
54.1,9,1,815,1.183,0,0
254.87,7,2,3442,1.047,0,0
73.85,20,1,2545,0.453,0,0
34.56,14,4,1672,0.799,0,0
197.82,20,1,602,0.874,0,0
42.52,16,2,1039,0.579,0,0
65.03,11,1,892,1.16,0,0
60.63,12,2,1082,1.153,0,0
148.48,21,4,2425,1.419,0,0
428.25,21,3,3664,1.116,0,0
43.32,12,2,1654,0.449,0,0
238.96,17,1,691,1.134,1,0
227.29,21,1,344,0.579,0,0
46.37,15,4,1806,1.048,0,0
69.99,17,3,859,1.003,0,0
22.89,12,2,2852,0.842,0,0
116.13,10,0,1789,0.696,1,0
80.1,7,2,2648,1.059,0,0
41.85,16,4,1149,0.863,0,0
136.07,10,1,2840,1.343,0,0
138.75,16,0,121,1.645,0,0
42.88,12,4,3210,0.876,0,0
89.34,11,0,381,1.949,0,0
53.9,14,0,3914,0.37,0,0
194.32,12,1,3830,1.68,0,0
440.06,19,0,2658,1.069,0,0
98.23,16,2,838,1.524,0,0
196.94,18,0,1879,0.768,0,0
183.12,12,4,924,1.071,0,0
54.07,12,1,3607,1.373,0,0
86.39,7,3,896,0.31,0,0
232.8,12,1,3477,1.203,0,0
85.12,16,1,171,1.635,1,0
83.77,7,0,227,0.678,0,0
108.2,22,2,721,0.212,0,0
32.73,13,3,1883,0.601,0,0
102.28,8,1,2275,1.1,0,0
121.92,7,2,799,1.098,0,0
248.58,13,1,1842,1.158,0,0
89.52,6,0,2114,1.55,0,0
185.63,18,1,3883,0.859,0,0
57.06,17,4,2640,0.468,0,0
60.57,18,3,3177,1.499,1,0
311.3,10,1,1859,1.393,0,0
20.61,17,1,1674,0.836,0,0
53.1,9,0,497,0.901,0,0
168.64,8,0,2038,0.971,0,0
65.58,9,1,1664,1.073,0,0
96.59,20,3,542,1.394,0,0
696.83,13,1,1921,1.106,0,0
74.65,22,1,2684,1.277,0,0
410.62,7,1,942,1.333,0,0
117.04,12,0,1422,0.694,1,0
48.5,8,2,3686,0.587,0,0
121.52,12,1,3469,1.04,0,0
88.88,19,2,688,0.734,1,0
204.86,22,1,3487,1.651,0,0
24.8,19,1,1072,1.411,0,0
104.25,21,2,1018,1.548,0,0
24.89,10,1,3379,1.131,0,0
211.42,22,1,3997,0.938,0,0
209.46,8,3,1796,0.604,0,0
9.51,19,2,800,0.917,0,0
55.13,10,1,2958,1.134,0,0
20.57,14,2,3832,0.731,0,0
41.38,16,1,2965,0.779,0,0
54.38,8,1,854,0.814,0,0
50.04,16,2,738,1.13,0,0
227.32,16,3,3544,0.947,0,0
135.6,15,0,3182,0.771,0,0
68.14,12,0,546,1.587,0,0
79.7,21,2,1484,1.202,0,0
265.03,22,2,2214,1.653,0,0
111.25,11,1,2613,0.709,0,0
50.58,11,1,339,0.88,0,0
28.58,13,2,3390,0.34,0,0
86.2,16,0,2663,1.102,0,0
36.1,17,2,1883,0.425,0,0
73.73,12,0,928,1.131,0,0
44.84,19,3,1729,0.933,0,0
88.74,14,1,1976,0.642,1,0
48.96,7,2,1067,0.831,1,0
91.57,12,3,3866,1.139,0,0
94.93,15,0,2746,1.216,0,0
60.12,14,2,535,0.704,0,0
149.85,8,0,1103,1.556,0,0
58.53,20,4,3285,1.177,0,0
31.78,6,3,3117,1.412,0,0
43.42,16,1,2179,1.191,0,0
384.33,16,2,778,1.12,0,0
66.97,16,0,1032,1.166,0,0
42.11,11,2,1561,0.951,0,0
68.31,22,5,417,1.593,0,0
672.71,20,1,2712,0.414,0,0
83.77,12,1,1770,1.548,0,0
25.43,12,0,1627,0.477,0,0
71.76,18,1,2959,1.283,0,0
59.12,22,1,3161,0.66,0,0
42.82,15,2,824,1.014,0,0
19.39,14,2,2976,0.427,0,0
19.67,11,3,780,0.836,0,0
81.95,7,1,1541,1.677,0,0
355.45,12,1,3764,0.895,0,0
21.0,10,0,354,1.249,0,0
40.6,11,3,803,1.336,1,0
260.76,10,1,1919,0.827,0,0
9.67,20,1,3890,1.212,0,0
38.64,7,2,241,1.085,0,0
87.45,8,0,1160,1.236,0,0
64.39,11,0,1857,1.066,0,0
38.88,11,2,629,0.77,0,0
76.26,10,1,2332,0.798,0,0
68.21,16,0,3256,0.449,0,0
163.81,10,0,3865,1.613,0,0
217.61,11,0,1610,1.162,0,0
42.38,10,1,3918,1.041,0,0
168.01,18,2,1890,0.305,0,0
65.94,21,2,201,0.277,0,0
74.34,7,1,3014,1.016,1,0
154.59,11,2,449,1.067,0,0
299.1,20,0,1651,0.909,0,0
231.97,13,0,3492,1.429,0,0
99.28,6,2,2967,0.598,0,0
126.59,19,1,478,0.362,0,0
123.95,8,1,1327,0.996,0,0
220.42,8,3,3597,0.978,0,0
148.05,22,2,1401,0.74,0,0
141.28,10,2,523,1.349,0,0
159.47,17,0,2921,1.15,0,0
723.84,22,1,3524,1.549,0,0
90.73,21,1,132,0.649,0,0
217.22,7,1,2047,0.779,0,0
51.13,10,2,3579,0.928,0,0
130.23,10,1,2478,1.214,0,0
66.62,10,7,544,0.635,0,0
217.98,9,2,3925,0.456,0,0
34.71,15,1,2447,0.809,0,0
96.8,11,4,654,0.05,0,0
20.56,21,2,861,1.239,0,0
152.13,8,1,172,0.737,0,0
98.22,12,2,2263,1.061,0,0
77.39,10,1,381,1.348,0,0
13.78,17,0,3072,0.865,0,0
75.77,9,1,1798,1.71,0,0
109.93,11,1,997,0.577,0,0
108.07,8,2,1448,1.539,0,0
109.07,7,0,2608,0.589,0,0
112.58,15,3,318,1.11,0,0
183.91,8,4,884,0.621,0,0
123.71,13,0,1970,1.133,0,0
16.8,15,0,3210,0.779,0,0
130.14,6,2,729,1.195,0,0
36.81,20,2,1292,0.852,0,0
945.57,12,4,3577,0.72,0,0
160.91,11,0,2797,1.32,0,0
121.7,6,2,1778,0.877,0,0
91.65,14,2,440,1.422,0,0
66.97,20,0,3727,1.418,0,0
177.3,19,0,854,1.423,0,0
29.32,11,0,285,1.083,0,0
50.78,18,1,3793,1.099,0,0
41.14,16,2,1834,0.33,0,0
426.43,16,2,3029,1.496,0,0
60.71,21,2,2760,0.962,0,0
23.14,22,2,425,1.097,0,0
70.71,12,2,2626,1.32,0,0
53.56,14,0,2651,0.969,0,0
19.43,21,1,3345,0.924,0,0
205.07,18,3,3353,1.155,0,0
25.14,22,0,2196,1.055,0,0
59.54,16,0,566,0.8,0,0
21.27,11,3,1416,0.625,0,0
58.64,13,0,2949,1.087,0,0
250.81,9,1,2179,0.607,0,0
23.04,11,2,3112,0.98,0,0
189.71,6,1,3378,1.173,0,0
545.12,22,2,3898,0.923,1,0
56.84,10,2,3460,0.263,0,0
148.42,9,0,160,1.254,0,0
35.93,22,3,1578,1.313,0,0
12.48,9,1,2163,0.948,0,0
156.14,9,3,3253,1.063,1,0
264.55,11,2,619,1.261,0,0
27.65,8,3,1395,1.673,0,0
45.62,14,1,3284,1.057,0,0
619.06,8,1,2552,1.393,0,0
70.9,11,2,557,1.146,0,0
318.65,8,3,2528,1.156,0,0
79.99,17,0,2593,0.384,0,0
26.74,18,0,1615,1.59,0,0
67.96,22,0,2445,0.798,0,0
27.23,10,2,2876,1.314,0,0
81.38,16,3,2806,1.013,0,0
54.47,9,0,3724,1.559,0,0
197.34,17,1,3519,1.193,0,0
57.43,6,2,3178,1.292,0,0
84.94,8,2,3239,0.921,0,0
113.71,19,1,1228,1.052,0,0
39.65,7,0,543,0.755,0,0
118.27,7,2,3596,0.766,0,0
261.69,14,1,3724,1.498,1,0
54.63,13,0,1515,1.179,0,0
339.25,16,2,2905,0.676,0,0
41.41,18,0,2368,0.797,0,0
74.05,8,2,509,0.946,0,0
80.39,5,10,318,5.464,0,1
34.33,22,4,3115,1.35,1,0
66.54,15,2,527,0.558,0,0
83.34,18,2,749,0.894,0,0
48.03,19,0,1442,1.024,0,0
130.15,17,1,3634,1.012,0,0
125.86,22,1,3160,0.506,0,0
48.7,19,1,2239,0.652,0,0
130.35,14,2,3917,1.094,0,0
153.36,19,3,1915,1.2,0,0
28.06,19,1,2915,0.976,0,0
78.62,22,0,2296,0.654,0,0
212.75,18,1,969,1.032,0,0
63.01,11,0,2704,0.984,0,0
37.08,14,0,1223,0.822,0,0
434.37,20,1,3334,0.866,1,0
53.8,12,0,3093,1.258,1,0
114.88,14,2,1624,0.748,0,0
154.92,15,0,1873,0.931,0,0
104.27,6,2,517,1.585,0,0
22.66,6,1,1583,0.904,0,0
108.51,15,1,846,1.525,0,0
101.0,22,1,2296,1.31,0,0
505.62,15,1,3497,0.531,0,0
19.18,15,3,688,0.703,0,0
50.35,8,0,1602,1.058,0,0
108.91,18,0,3612,1.022,0,0
267.5,19,0,1410,0.991,0,0
186.39,10,1,1572,0.971,0,0
133.77,11,1,3264,1.643,0,0
146.53,15,0,281,1.052,1,0
128.16,22,1,773,1.237,0,0
186.49,22,4,3067,0.862,0,0
198.9,21,3,3589,1.016,0,0
159.86,14,0,3538,1.473,0,0
534.65,17,3,2397,1.474,0,0
4.62,10,1,1089,1.308,0,0
175.78,14,2,2230,1.07,0,0
118.4,6,1,869,1.52,0,0
79.97,18,0,3997,1.155,0,0
114.37,17,1,429,1.134,0,0
47.83,10,2,2810,1.532,0,0
40.95,6,1,293,0.648,1,0
28.45,10,0,2024,1.098,0,0
36.94,6,2,3620,0.515,0,0
54.38,12,2,3256,0.887,0,0
751.65,18,2,551,1.715,0,0
33.51,22,2,1581,1.09,0,0
114.96,8,0,996,1.234,0,0
129.69,8,0,1293,1.915,0,0
11.81,6,2,3633,0.764,0,0
182.79,12,3,2255,0.745,0,0
58.54,13,1,472,0.863,0,0
187.45,20,4,2504,0.921,0,0
24.18,15,0,1528,1.152,1,0
27.16,6,0,1300,1.774,0,0
53.65,8,3,1133,1.58,0,0
35.25,6,0,695,1.238,0,0
252.16,13,4,434,0.61,1,0
133.22,15,3,1000,1.148,0,0
86.73,7,1,2077,1.288,0,0
219.97,8,0,584,1.381,0,0
18.69,6,3,2582,1.075,0,0
67.97,22,1,693,1.422,0,0
161.7,12,0,1549,0.962,0,0
84.52,15,0,3548,0.791,0,0
17.03,13,1,2350,0.943,0,0
67.73,10,0,1034,0.892,0,0
81.58,11,0,552,1.086,0,0
53.92,15,2,2154,0.725,0,0
594.71,20,3,1709,0.695,0,0
121.17,20,2,2295,0.605,0,0
159.91,7,2,3592,0.692,0,0
93.16,14,2,3074,1.292,0,0
67.07,17,2,1450,0.87,0,0
85.45,6,1,2562,1.198,0,0
75.68,17,2,600,1.389,0,0
3.9,10,0,2238,0.98,0,0
427.19,17,2,2120,0.863,0,0
177.66,7,1,3437,0.78,0,0
63.98,8,4,3285,0.946,0,0
182.3,18,1,3709,1.454,0,0
94.08,7,1,2035,1.207,0,0
65.03,18,1,3185,1.078,0,0
87.46,19,2,2223,1.386,0,0
138.87,10,1,1376,1.332,0,0
81.07,8,1,3040,1.077,0,0
23.39,17,0,1453,1.236,0,0
163.91,23,8,246,4.113,1,1
225.67,17,1,1629,1.113,0,0
430.68,10,0,862,0.87,0,0
292.69,15,3,601,0.935,0,0
58.24,18,2,890,1.082,0,0
29.23,6,1,3414,1.66,0,0
51.67,6,1,1195,0.679,0,0
69.8,20,3,1637,0.908,0,0
39.09,6,1,3217,1.27,0,0
50.89,17,2,3142,0.924,0,0
128.62,22,0,3837,0.865,0,0
161.22,7,0,1049,1.019,0,0
25.28,18,2,3768,0.195,0,0
406.11,16,2,3967,1.031,0,0
15.7,14,3,3747,0.224,0,0
131.58,15,1,2727,1.078,0,0
23.44,13,0,3118,0.626,0,0
78.34,20,3,889,1.233,0,0
69.43,9,0,1167,0.994,0,0
128.85,14,1,3474,1.372,0,0
58.55,8,2,1806,0.472,0,0
77.86,4,7,21,4.6,1,1
257.8,10,1,197,0.161,0,0
48.74,12,1,1744,0.924,0,0
13.02,19,1,1104,1.045,0,0
351.6,21,0,1224,1.379,0,0
89.92,14,2,3494,1.147,0,0
22.87,18,3,2925,1.271,0,0
41.4,15,2,3647,0.418,0,0
61.18,22,1,2463,1.091,1,0
4.72,15,1,505,0.918,0,0
203.95,10,2,2709,1.64,0,0
17.06,22,0,1644,0.826,0,0
785.94,18,2,1725,0.592,0,0
130.22,7,1,3913,1.34,1,0
95.55,11,2,1604,1.006,0,0
89.28,18,4,1305,0.741,0,0
46.56,15,3,994,1.135,0,0
119.81,11,2,1464,1.452,0,0
47.05,21,0,1624,1.055,0,0
30.24,8,1,3689,1.19,0,0
75.42,10,1,1485,1.466,0,0
35.69,22,2,1443,0.809,0,0
58.58,11,1,2370,1.443,1,0
91.71,16,1,1429,1.125,0,0
118.59,16,3,386,0.73,0,0
41.49,13,2,2821,0.891,0,0
124.43,16,2,297,1.426,0,0
239.49,11,2,3978,1.095,0,0
79.23,15,0,3485,0.823,0,0
36.34,19,0,3759,1.076,0,0
32.36,19,0,969,0.537,0,0
215.75,10,0,3605,0.98,0,0
89.37,12,1,3158,1.318,0,0
35.18,20,4,2631,1.106,0,0
187.3,19,2,1410,0.678,0,0
25.83,19,2,509,0.321,0,0
30.36,20,0,1690,1.234,0,0
24.8,22,2,216,1.571,0,0
31.1,13,1,2536,1.074,0,0
79.01,20,0,532,1.662,0,0
228.43,9,1,3238,0.529,0,0
133.41,20,2,1167,1.031,0,0
281.93,16,3,3406,1.321,0,0
89.01,10,1,2815,0.855,0,0
67.24,12,4,485,1.295,0,0
36.12,16,0,3418,1.46,0,0
54.7,18,2,1445,0.948,0,0
20.4,19,3,1521,0.953,0,0
60.12,21,1,3845,0.955,0,0
248.39,21,1,471,1.189,0,0
109.16,18,3,572,1.225,1,0
1278.67,18,1,2415,1.242,0,0
74.7,18,0,1317,0.566,0,0
26.13,10,2,2536,0.901,0,0
65.02,14,0,3851,1.09,0,0
70.61,22,4,2491,0.976,0,0
387.68,15,1,2241,0.881,0,0
33.14,21,1,2377,0.05,0,0
171.53,11,3,126,0.617,0,0
137.93,10,2,2142,0.872,0,0
92.62,7,2,3390,1.606,0,0
144.86,18,2,3097,0.689,0,0
63.35,8,1,2216,0.511,0,0
31.16,21,1,567,0.792,0,0
212.19,19,0,862,1.126,0,0
32.11,14,2,2499,0.957,0,0
41.88,11,1,3040,0.922,0,0
114.69,20,1,2438,1.14,0,0
111.45,18,1,3034,1.124,0,0
64.43,17,5,2125,0.871,0,0
108.51,8,1,1830,0.819,0,0
81.13,18,2,340,1.063,0,0
125.87,21,2,2824,1.424,0,0
46.26,11,0,1389,0.936,0,0
120.14,12,0,911,0.45,0,0
44.88,10,2,539,0.573,0,0
54.16,8,0,1452,1.137,1,0
12.11,10,1,413,0.985,1,0
52.05,22,0,3179,0.885,0,0
188.12,13,1,2105,1.274,1,0
353.28,13,2,1929,1.137,0,0
83.15,22,3,2079,1.011,0,0
614.63,9,3,2304,0.816,0,0
60.21,10,0,767,1.36,0,0
89.62,7,0,1603,1.329,1,0
191.41,8,2,3886,0.792,0,0
134.34,7,4,3216,1.355,0,0
202.98,15,1,3902,0.731,0,0
125.08,15,1,1453,0.559,0,0
9.92,10,0,3803,1.951,0,0
35.51,12,0,3516,0.584,0,0
62.98,20,2,1484,1.11,0,0
69.52,16,2,3671,1.213,0,0
77.1,9,1,3284,1.159,0,0
112.88,7,2,1513,0.916,1,0
598.46,21,3,2181,1.424,1,0
88.29,19,3,3739,1.109,0,0
113.0,8,1,1171,0.656,1,0
13.78,12,0,3401,0.792,0,0
117.3,11,5,1190,1.349,1,0
74.99,17,1,498,0.847,0,0
