age,aum,risk_tolerance,tenure_yrs,logins_per_mo,products_held,segment,persona
69,489454.71,7.9,15,3,5,0,Emerging Growth Seekers
63,266226.89,9.4,5,7,4,0,Emerging Growth Seekers
83,77947.45,1.0,2,9,6,1,Conservative Wealth Preservers
69,912693.4,4.0,0,5,7,2,High-Net-Worth Core
77,65138.17,1.0,4,2,4,1,Conservative Wealth Preservers
58,54191.09,1.0,10,8,7,3,Established Loyal Clients
40,413891.08,2.3,17,6,6,3,Established Loyal Clients
46,1268898.46,8.8,19,9,6,2,High-Net-Worth Core
41,127164.62,7.3,7,4,4,0,Emerging Growth Seekers
63,1148388.79,1.4,20,7,5,2,High-Net-Worth Core
38,413866.36,6.5,16,4,7,0,Emerging Growth Seekers
52,129953.4,5.3,4,2,2,1,Conservative Wealth Preservers
63,418504.44,6.4,22,3,2,3,Established Loyal Clients
53,88503.59,5.3,24,4,1,3,Established Loyal Clients
90,692536.92,6.2,23,4,2,3,Established Loyal Clients
54,137035.02,4.1,22,5,5,3,Established Loyal Clients
67,889835.84,3.1,5,3,2,2,High-Net-Worth Core
27,94456.27,4.4,8,2,3,0,Emerging Growth Seekers
61,903996.22,7.6,0,3,3,2,High-Net-Worth Core
85,1112024.88,7.6,19,3,2,2,High-Net-Worth Core
59,214097.16,7.8,16,4,2,0,Emerging Growth Seekers
76,709616.64,6.4,8,6,3,1,Conservative Wealth Preservers
45,278478.54,4.9,24,12,6,3,Established Loyal Clients
66,181524.23,2.1,18,8,3,3,Established Loyal Clients
54,390077.4,8.2,23,6,2,3,Established Loyal Clients
58,756991.48,8.8,9,4,4,0,Emerging Growth Seekers
72,411948.32,3.7,7,8,1,1,Conservative Wealth Preservers
52,731148.76,5.3,9,5,1,2,High-Net-Worth Core
77,272507.43,4.3,2,10,7,1,Conservative Wealth Preservers
40,69069.62,6.4,22,8,1,3,Established Loyal Clients
56,260732.0,5.0,6,3,1,1,Conservative Wealth Preservers
43,44148.2,2.1,0,7,6,1,Conservative Wealth Preservers
22,455981.52,9.8,3,3,1,0,Emerging Growth Seekers
45,484184.6,5.9,12,2,6,0,Emerging Growth Seekers
32,363437.22,10.0,15,5,4,0,Emerging Growth Seekers
63,429301.05,7.4,17,5,3,3,Established Loyal Clients
48,569312.22,3.6,0,2,5,1,Conservative Wealth Preservers
44,395388.55,7.0,1,1,2,0,Emerging Growth Seekers
75,166198.54,4.5,6,1,6,1,Conservative Wealth Preservers
61,125632.7,8.6,6,3,2,0,Emerging Growth Seekers
86,77412.7,1.5,1,7,3,1,Conservative Wealth Preservers
52,275303.76,5.4,23,5,1,3,Established Loyal Clients
51,247098.88,2.5,3,4,4,1,Conservative Wealth Preservers
52,55675.02,4.4,7,1,1,1,Conservative Wealth Preservers
59,451848.6,3.7,24,6,6,3,Established Loyal Clients
86,154075.66,1.0,19,4,5,3,Established Loyal Clients
78,422310.08,1.1,4,6,3,1,Conservative Wealth Preservers
62,250169.41,6.5,7,6,7,1,Conservative Wealth Preservers
69,100363.12,5.9,8,5,4,1,Conservative Wealth Preservers
34,471105.18,8.8,13,10,5,0,Emerging Growth Seekers
46,171589.45,9.9,11,5,2,0,Emerging Growth Seekers
56,601072.48,9.0,22,2,3,0,Emerging Growth Seekers
55,1371329.35,6.1,5,9,2,2,High-Net-Worth Core
75,183439.05,1.0,23,2,4,3,Established Loyal Clients
68,707103.83,9.0,6,5,6,1,Conservative Wealth Preservers
55,297154.67,5.1,10,4,1,1,Conservative Wealth Preservers
56,136423.31,9.0,21,1,6,0,Emerging Growth Seekers
56,331446.02,2.0,0,6,6,1,Conservative Wealth Preservers
77,166255.62,4.3,17,3,5,1,Conservative Wealth Preservers
46,218471.38,6.8,19,8,7,3,Established Loyal Clients
53,186770.64,9.2,14,6,5,0,Emerging Growth Seekers
82,112731.15,2.9,11,4,4,1,Conservative Wealth Preservers
42,143099.28,3.2,15,2,3,0,Emerging Growth Seekers
68,134018.66,7.0,13,6,7,3,Established Loyal Clients
67,338526.38,6.1,9,5,7,1,Conservative Wealth Preservers
64,419972.9,8.3,20,4,5,0,Emerging Growth Seekers
54,113024.43,7.2,16,8,2,3,Established Loyal Clients
78,611771.55,7.2,19,4,1,3,Established Loyal Clients
48,266718.52,1.6,7,6,2,1,Conservative Wealth Preservers
88,1420542.08,4.3,17,8,6,2,High-Net-Worth Core
41,210715.63,10.0,5,2,3,0,Emerging Growth Seekers
72,2433731.52,2.7,13,4,6,2,High-Net-Worth Core
61,542300.78,9.6,7,0,6,0,Emerging Growth Seekers
22,220261.29,9.8,3,3,2,0,Emerging Growth Seekers
78,185130.9,1.0,11,5,3,1,Conservative Wealth Preservers
52,204872.76,8.3,4,5,7,0,Emerging Growth Seekers
43,186440.68,9.1,24,8,5,3,Established Loyal Clients
55,206389.78,5.0,0,1,3,1,Conservative Wealth Preservers
62,326579.81,2.5,11,5,6,1,Conservative Wealth Preservers
50,84713.73,7.5,11,4,3,0,Emerging Growth Seekers
55,244036.71,7.1,7,8,7,1,Conservative Wealth Preservers
44,109283.28,9.0,12,3,7,0,Emerging Growth Seekers
49,108226.86,5.6,2,3,7,1,Conservative Wealth Preservers
65,638363.75,7.2,3,6,2,1,Conservative Wealth Preservers
78,885104.76,1.0,15,8,3,2,High-Net-Worth Core
54,444906.42,10.0,22,0,4,0,Emerging Growth Seekers
38,205472.07,8.5,22,4,3,0,Emerging Growth Seekers
44,70380.61,9.0,5,5,4,0,Emerging Growth Seekers
67,1048245.46,7.1,14,7,7,2,High-Net-Worth Core
75,801747.92,1.0,24,8,2,3,Established Loyal Clients
39,1171043.22,5.4,5,4,5,2,High-Net-Worth Core
75,381654.27,3.4,7,4,1,1,Conservative Wealth Preservers
50,292769.63,3.5,21,4,5,3,Established Loyal Clients
59,124249.19,3.8,5,4,3,1,Conservative Wealth Preservers
73,1118630.73,8.6,16,2,5,2,High-Net-Worth Core
72,97351.88,4.7,9,5,7,1,Conservative Wealth Preservers
65,66856.69,7.3,5,7,6,1,Conservative Wealth Preservers
46,222673.83,10.0,3,3,5,0,Emerging Growth Seekers
59,33414.72,1.0,3,5,2,1,Conservative Wealth Preservers
39,246454.06,9.4,13,2,1,0,Emerging Growth Seekers
57,170914.3,9.9,22,7,4,3,Established Loyal Clients
46,51904.5,4.8,16,7,7,3,Established Loyal Clients
40,133351.9,10.0,23,4,7,0,Emerging Growth Seekers
51,159362.72,5.4,11,5,5,0,Emerging Growth Seekers
54,316701.25,1.1,23,6,1,3,Established Loyal Clients
64,221813.92,5.3,9,4,6,1,Conservative Wealth Preservers
69,521789.7,5.9,17,7,6,3,Established Loyal Clients
48,469346.9,7.7,20,4,4,0,Emerging Growth Seekers
38,414518.29,2.5,17,7,1,3,Established Loyal Clients
40,358140.09,7.3,13,5,4,0,Emerging Growth Seekers
49,249648.6,9.6,15,4,4,0,Emerging Growth Seekers
64,345279.62,7.3,17,5,6,3,Established Loyal Clients
26,596404.04,8.5,1,2,4,0,Emerging Growth Seekers
37,267178.93,2.6,9,5,6,1,Conservative Wealth Preservers
70,94898.4,6.9,22,5,3,3,Established Loyal Clients
72,189873.51,8.7,17,7,7,3,Established Loyal Clients
60,575325.45,8.7,0,5,5,1,Conservative Wealth Preservers
37,706459.31,3.6,2,4,7,1,Conservative Wealth Preservers
64,282928.07,9.3,20,8,2,3,Established Loyal Clients
53,848439.07,1.2,0,2,2,1,Conservative Wealth Preservers
53,361448.84,6.2,8,7,6,1,Conservative Wealth Preservers
65,688408.74,4.2,17,6,6,3,Established Loyal Clients
74,773233.29,1.0,21,3,4,2,High-Net-Worth Core
56,590648.34,7.0,0,4,5,1,Conservative Wealth Preservers
51,221066.94,6.4,18,5,4,0,Emerging Growth Seekers
70,220852.88,4.9,22,6,7,3,Established Loyal Clients
58,867179.64,6.8,14,5,2,2,High-Net-Worth Core
61,369862.11,5.6,17,3,6,0,Emerging Growth Seekers
60,180813.02,4.7,7,7,5,1,Conservative Wealth Preservers
74,137599.28,1.0,10,7,5,1,Conservative Wealth Preservers
84,214165.71,7.7,24,9,3,3,Established Loyal Clients
70,1972819.78,7.9,0,4,6,2,High-Net-Worth Core
69,2371099.63,1.9,7,5,1,2,High-Net-Worth Core
56,127596.13,4.0,21,6,5,3,Established Loyal Clients
47,66078.5,9.7,10,2,7,0,Emerging Growth Seekers
52,113589.51,3.3,11,5,6,1,Conservative Wealth Preservers
88,665407.3,1.0,23,9,7,3,Established Loyal Clients
57,524518.8,2.9,23,6,7,3,Established Loyal Clients
63,152541.63,8.4,3,1,1,0,Emerging Growth Seekers
43,152685.55,2.1,22,7,4,3,Established Loyal Clients
31,154993.46,10.0,1,6,4,0,Emerging Growth Seekers
57,141025.63,1.9,9,5,1,1,Conservative Wealth Preservers
56,519961.45,5.0,0,3,2,1,Conservative Wealth Preservers
50,202093.9,1.5,7,9,2,3,Established Loyal Clients
54,70387.78,2.1,23,8,6,3,Established Loyal Clients
60,224715.89,3.7,10,4,5,1,Conservative Wealth Preservers
92,276332.84,7.0,12,2,7,1,Conservative Wealth Preservers
39,249675.27,10.0,21,10,2,3,Established Loyal Clients
42,212606.32,4.2,1,4,2,1,Conservative Wealth Preservers
57,41857.24,4.9,16,5,7,3,Established Loyal Clients
35,62996.93,9.8,17,2,3,0,Emerging Growth Seekers
28,96546.85,10.0,18,6,1,0,Emerging Growth Seekers
65,174251.85,3.3,7,10,7,3,Established Loyal Clients
65,47265.96,1.0,15,6,5,3,Established Loyal Clients
71,72294.97,5.8,13,3,7,1,Conservative Wealth Preservers
80,224984.22,4.0,22,12,1,3,Established Loyal Clients
70,390466.65,1.9,20,5,7,3,Established Loyal Clients
78,322509.4,1.0,9,6,1,1,Conservative Wealth Preservers
68,635619.09,1.0,1,5,6,1,Conservative Wealth Preservers
70,162317.6,7.8,19,1,7,0,Emerging Growth Seekers
45,25000.0,9.9,13,6,4,0,Emerging Growth Seekers
86,695120.4,1.0,10,9,6,3,Established Loyal Clients
60,383654.07,1.6,5,6,6,1,Conservative Wealth Preservers
42,630225.08,10.0,24,5,3,0,Emerging Growth Seekers
57,686889.09,2.9,11,9,7,3,Established Loyal Clients
53,1649785.21,10.0,9,5,4,2,High-Net-Worth Core
71,173852.71,4.8,20,3,3,3,Established Loyal Clients
71,58778.25,7.7,3,6,4,1,Conservative Wealth Preservers
59,506857.7,7.7,21,8,7,3,Established Loyal Clients
70,620024.01,4.8,7,6,5,1,Conservative Wealth Preservers
60,944048.42,2.7,16,5,7,2,High-Net-Worth Core
47,162066.79,7.8,1,2,7,0,Emerging Growth Seekers
70,283367.69,3.8,20,4,4,3,Established Loyal Clients
67,735386.6,4.0,7,7,1,1,Conservative Wealth Preservers
52,59042.36,6.4,20,5,6,3,Established Loyal Clients
35,377315.96,10.0,10,3,2,0,Emerging Growth Seekers
60,68948.01,4.7,3,3,1,1,Conservative Wealth Preservers
52,92563.87,3.4,2,1,6,1,Conservative Wealth Preservers
65,156434.74,6.2,2,1,5,1,Conservative Wealth Preservers
55,160144.55,4.1,6,7,2,1,Conservative Wealth Preservers
46,497195.12,2.8,23,3,6,3,Established Loyal Clients
39,84218.09,8.5,23,11,4,3,Established Loyal Clients
62,383713.2,7.5,20,5,4,3,Established Loyal Clients
91,420375.12,6.1,10,2,1,1,Conservative Wealth Preservers
42,78415.42,10.0,17,4,4,0,Emerging Growth Seekers
68,44188.56,1.0,18,5,3,3,Established Loyal Clients
22,294016.25,10.0,23,7,1,0,Emerging Growth Seekers
49,129863.64,3.6,23,7,6,3,Established Loyal Clients
36,190825.65,8.6,1,5,3,0,Emerging Growth Seekers
38,72738.33,10.0,6,3,5,0,Emerging Growth Seekers
71,221253.54,3.8,7,5,4,1,Conservative Wealth Preservers
64,209238.48,2.3,21,5,3,3,Established Loyal Clients
63,222965.47,7.4,12,3,3,0,Emerging Growth Seekers
46,374504.02,5.9,4,5,2,0,Emerging Growth Seekers
68,460888.19,3.0,10,6,1,1,Conservative Wealth Preservers
38,85002.62,6.5,14,4,7,0,Emerging Growth Seekers
43,167029.49,7.1,6,2,7,0,Emerging Growth Seekers
67,64690.77,4.1,23,5,5,3,Established Loyal Clients
62,462906.67,2.5,15,7,6,3,Established Loyal Clients
67,95229.61,8.1,8,5,3,1,Conservative Wealth Preservers
51,268868.64,10.0,22,6,7,0,Emerging Growth Seekers
60,31389.63,1.7,9,5,6,1,Conservative Wealth Preservers
61,147065.28,4.6,5,3,6,1,Conservative Wealth Preservers
78,303769.58,8.2,9,7,5,1,Conservative Wealth Preservers
41,189504.8,10.0,15,2,5,0,Emerging Growth Seekers
86,52998.75,5.5,5,3,7,1,Conservative Wealth Preservers
45,691977.0,9.9,1,2,6,0,Emerging Growth Seekers
43,185008.57,9.1,9,6,5,0,Emerging Growth Seekers
47,899039.41,8.7,3,2,4,0,Emerging Growth Seekers
57,478236.5,3.0,13,3,1,1,Conservative Wealth Preservers
48,950697.95,1.7,2,10,6,2,High-Net-Worth Core
45,65232.4,8.9,7,3,3,0,Emerging Growth Seekers
57,289133.84,1.0,24,8,4,3,Established Loyal Clients
60,1201792.45,7.7,15,8,2,2,High-Net-Worth Core
57,193615.41,7.9,16,3,4,0,Emerging Growth Seekers
43,447780.33,7.1,3,2,7,0,Emerging Growth Seekers
44,723801.99,2.0,5,7,2,1,Conservative Wealth Preservers
71,819251.02,2.7,16,7,1,2,High-Net-Worth Core
60,46457.0,5.7,14,2,1,0,Emerging Growth Seekers
79,857134.72,1.0,7,6,7,2,High-Net-Worth Core
45,314898.02,5.9,10,7,4,0,Emerging Growth Seekers
46,57835.37,5.9,10,1,6,0,Emerging Growth Seekers
52,1130824.61,8.3,19,6,1,2,High-Net-Worth Core
42,43048.25,10.0,1,1,6,0,Emerging Growth Seekers
48,431279.74,4.6,13,3,7,0,Emerging Growth Seekers
77,1228466.03,2.2,8,3,6,2,High-Net-Worth Core
66,257596.12,5.2,8,7,3,1,Conservative Wealth Preservers
61,357537.86,4.6,16,4,6,1,Conservative Wealth Preservers
48,420723.88,3.7,12,7,1,3,Established Loyal Clients
73,77453.83,1.6,7,1,6,1,Conservative Wealth Preservers
53,119877.82,2.2,21,4,3,3,Established Loyal Clients
31,274434.21,9.0,11,8,1,0,Emerging Growth Seekers
73,263844.06,2.6,17,10,1,3,Established Loyal Clients
55,182145.58,10.0,16,3,7,0,Emerging Growth Seekers
92,830303.83,1.0,17,8,7,3,Established Loyal Clients
52,257617.82,7.3,12,7,4,0,Emerging Growth Seekers
66,122151.77,4.2,4,12,2,3,Established Loyal Clients
37,646196.18,8.6,18,5,2,0,Emerging Growth Seekers
60,611987.04,3.7,8,8,3,3,Established Loyal Clients
68,722318.69,9.0,24,2,5,0,Emerging Growth Seekers
52,523840.6,3.3,17,3,1,3,Established Loyal Clients
47,103223.87,8.7,12,7,1,0,Emerging Growth Seekers
69,323551.26,4.9,1,3,4,1,Conservative Wealth Preservers
52,277548.01,10.0,18,4,3,0,Emerging Growth Seekers
44,130876.94,10.0,16,5,1,0,Emerging Growth Seekers
56,202441.44,5.0,18,3,1,0,Emerging Growth Seekers
52,563410.18,1.4,16,2,2,1,Conservative Wealth Preservers
66,352656.11,7.1,18,4,4,0,Emerging Growth Seekers
92,355886.31,2.0,9,7,5,1,Conservative Wealth Preservers
44,114593.65,6.0,11,2,5,0,Emerging Growth Seekers
59,210240.51,5.7,6,11,7,3,Established Loyal Clients
49,379501.82,8.6,20,3,2,0,Emerging Growth Seekers
32,583817.43,6.0,5,3,1,0,Emerging Growth Seekers
92,780433.57,7.0,0,2,2,1,Conservative Wealth Preservers
36,35582.81,7.6,11,2,2,0,Emerging Growth Seekers
47,182111.97,9.7,6,0,5,0,Emerging Growth Seekers
50,754027.67,9.5,18,2,4,0,Emerging Growth Seekers
50,604411.59,8.5,15,7,3,0,Emerging Growth Seekers
82,657726.53,1.0,18,4,6,1,Conservative Wealth Preservers
50,81851.5,5.5,6,4,4,1,Conservative Wealth Preservers
51,113276.85,3.4,8,5,7,1,Conservative Wealth Preservers
63,289448.71,6.4,14,5,4,3,Established Loyal Clients
46,122081.6,8.8,9,2,6,0,Emerging Growth Seekers
47,130821.74,4.8,4,10,6,3,Established Loyal Clients
51,637640.61,9.4,11,2,4,0,Emerging Growth Seekers
58,241593.75,5.8,11,6,2,3,Established Loyal Clients
38,182934.86,9.5,10,6,7,0,Emerging Growth Seekers
58,229360.36,8.8,8,4,1,0,Emerging Growth Seekers
37,979806.34,9.6,15,2,5,0,Emerging Growth Seekers
48,219168.92,5.7,12,4,1,0,Emerging Growth Seekers
86,619041.47,3.5,11,7,5,1,Conservative Wealth Preservers
48,868265.01,2.7,2,6,7,2,High-Net-Worth Core
67,142467.35,8.1,14,5,5,0,Emerging Growth Seekers
73,497235.39,3.6,0,6,7,1,Conservative Wealth Preservers
52,187379.36,5.4,16,4,1,0,Emerging Growth Seekers
43,275788.36,7.1,17,6,6,0,Emerging Growth Seekers
57,323716.4,5.9,4,4,6,1,Conservative Wealth Preservers
36,155178.71,10.0,5,4,3,0,Emerging Growth Seekers
75,322942.29,7.4,13,1,6,1,Conservative Wealth Preservers
61,91026.86,7.6,3,5,5,1,Conservative Wealth Preservers
41,127510.02,2.2,4,6,2,1,Conservative Wealth Preservers
30,150550.48,6.2,12,5,5,0,Emerging Growth Seekers
64,518759.97,3.3,1,3,5,1,Conservative Wealth Preservers
66,199512.44,7.2,12,5,3,1,Conservative Wealth Preservers
47,96346.76,10.0,24,2,5,0,Emerging Growth Seekers
56,514530.75,3.0,0,5,6,1,Conservative Wealth Preservers
57,116050.65,6.9,2,5,2,1,Conservative Wealth Preservers
53,59734.04,1.3,24,4,7,3,Established Loyal Clients
35,478119.53,10.0,13,4,2,0,Emerging Growth Seekers
42,116706.62,8.2,20,4,4,0,Emerging Growth Seekers
61,856160.2,5.6,10,5,4,2,High-Net-Worth Core
60,384406.79,6.7,6,3,6,1,Conservative Wealth Preservers
55,352910.89,3.1,19,6,2,3,Established Loyal Clients
58,373395.75,6.8,21,5,1,3,Established Loyal Clients
61,422302.46,1.6,1,3,1,1,Conservative Wealth Preservers
56,128666.29,1.0,4,8,3,1,Conservative Wealth Preservers
60,350129.73,4.6,24,4,4,3,Established Loyal Clients
51,132430.02,10.0,21,5,7,0,Emerging Growth Seekers
46,161007.54,2.8,7,7,4,1,Conservative Wealth Preservers
41,397474.19,2.2,21,6,5,3,Established Loyal Clients
50,304133.75,6.5,3,4,5,0,Emerging Growth Seekers
47,647613.02,7.7,6,3,3,0,Emerging Growth Seekers
76,231439.89,3.3,17,5,7,3,Established Loyal Clients
57,554087.19,3.9,16,7,5,3,Established Loyal Clients
62,486787.35,9.5,15,5,6,0,Emerging Growth Seekers
54,88404.5,5.1,10,5,7,1,Conservative Wealth Preservers
31,768057.35,3.1,8,6,3,2,High-Net-Worth Core
49,78443.26,6.6,5,10,6,3,Established Loyal Clients
59,341566.56,3.7,15,6,5,3,Established Loyal Clients
65,184182.94,6.2,16,6,4,3,Established Loyal Clients
46,94828.12,8.9,16,2,7,0,Emerging Growth Seekers
27,71336.03,10.0,8,3,1,0,Emerging Growth Seekers
67,90267.78,3.1,14,4,5,1,Conservative Wealth Preservers
48,251270.69,6.7,21,6,6,3,Established Loyal Clients
49,355545.52,3.6,21,5,3,3,Established Loyal Clients
46,169084.75,5.8,15,8,3,3,Established Loyal Clients
60,421601.63,9.7,7,1,1,0,Emerging Growth Seekers
64,184174.74,2.3,3,6,6,1,Conservative Wealth Preservers
67,115481.2,2.1,2,4,4,1,Conservative Wealth Preservers
52,272149.47,10.0,16,2,1,0,Emerging Growth Seekers
39,247720.63,10.0,21,10,5,3,Established Loyal Clients
31,279154.18,4.1,21,8,3,3,Established Loyal Clients
60,372296.99,1.7,11,8,5,3,Established Loyal Clients
51,157962.26,7.4,18,10,6,3,Established Loyal Clients
61,440991.75,6.6,13,5,6,0,Emerging Growth Seekers
80,432786.15,7.0,9,5,5,1,Conservative Wealth Preservers
58,170019.38,7.9,2,8,7,1,Conservative Wealth Preservers
79,681382.53,7.1,17,0,7,1,Conservative Wealth Preservers
61,195978.65,7.6,23,3,7,0,Emerging Growth Seekers
50,144883.29,4.5,22,5,6,3,Established Loyal Clients
61,650265.41,6.6,23,6,3,3,Established Loyal Clients
69,4118974.89,7.9,17,7,7,2,High-Net-Worth Core
45,71192.14,9.9,7,6,4,0,Emerging Growth Seekers
58,255798.69,4.8,6,5,5,1,Conservative Wealth Preservers
43,501237.1,2.1,22,7,6,3,Established Loyal Clients
82,249718.73,1.0,9,2,2,1,Conservative Wealth Preservers
43,370627.76,7.1,1,4,4,0,Emerging Growth Seekers
29,277642.88,7.3,3,2,5,0,Emerging Growth Seekers
22,222352.34,7.8,11,9,4,0,Emerging Growth Seekers
40,151361.87,5.4,22,3,2,0,Emerging Growth Seekers
68,385524.32,4.0,3,7,2,1,Conservative Wealth Preservers
44,181167.61,3.0,21,4,4,3,Established Loyal Clients
53,115039.43,7.3,13,5,5,0,Emerging Growth Seekers
63,65178.81,7.4,14,4,2,0,Emerging Growth Seekers
31,136024.87,7.1,24,10,2,3,Established Loyal Clients
44,124293.31,9.0,4,1,5,0,Emerging Growth Seekers
49,88887.78,5.6,15,4,7,0,Emerging Growth Seekers
71,619962.09,2.8,20,6,5,3,Established Loyal Clients
55,310722.69,4.1,7,4,5,1,Conservative Wealth Preservers
74,331677.24,3.5,18,4,5,3,Established Loyal Clients
44,233634.19,7.0,1,2,4,0,Emerging Growth Seekers
70,849508.04,1.9,3,4,4,1,Conservative Wealth Preservers
47,289156.6,2.7,13,4,3,1,Conservative Wealth Preservers
80,835449.19,3.0,0,2,5,1,Conservative Wealth Preservers
62,127152.5,4.5,10,4,3,1,Conservative Wealth Preservers
55,89126.91,7.1,15,7,3,3,Established Loyal Clients
24,258643.54,10.0,3,2,2,0,Emerging Growth Seekers
66,135358.29,3.2,19,4,7,3,Established Loyal Clients
63,225270.53,4.4,0,5,2,1,Conservative Wealth Preservers
47,163639.86,10.0,0,2,6,0,Emerging Growth Seekers
65,178343.7,9.2,9,2,6,0,Emerging Growth Seekers
55,65829.18,8.0,4,4,2,0,Emerging Growth Seekers
35,723411.47,6.7,6,4,6,0,Emerging Growth Seekers
41,408370.04,6.2,10,3,3,0,Emerging Growth Seekers
49,44911.67,6.6,15,5,6,0,Emerging Growth Seekers
65,207825.66,4.2,13,5,7,1,Conservative Wealth Preservers
37,117995.69,10.0,1,3,7,0,Emerging Growth Seekers
48,718594.02,8.7,3,4,1,0,Emerging Growth Seekers
64,124789.45,4.4,21,10,4,3,Established Loyal Clients
54,25537.8,9.2,3,4,4,0,Emerging Growth Seekers
63,119100.73,1.5,23,3,3,3,Established Loyal Clients
53,454056.51,10.0,9,2,7,0,Emerging Growth Seekers
49,122575.22,3.6,6,5,2,1,Conservative Wealth Preservers
44,204835.04,5.0,1,2,7,1,Conservative Wealth Preservers
78,189983.63,7.2,22,6,4,3,Established Loyal Clients
42,316394.33,2.2,16,6,2,3,Established Loyal Clients
59,716991.34,6.7,13,4,4,2,High-Net-Worth Core
49,96455.75,10.0,1,4,1,0,Emerging Growth Seekers
58,460458.6,2.8,12,5,3,1,Conservative Wealth Preservers
61,718018.34,7.6,12,4,7,2,High-Net-Worth Core
62,260034.68,2.5,16,4,4,1,Conservative Wealth Preservers
57,71108.51,2.9,1,3,5,1,Conservative Wealth Preservers
59,354947.54,3.7,19,5,2,3,Established Loyal Clients
35,160302.21,4.8,16,5,3,0,Emerging Growth Seekers
75,484632.74,1.0,11,11,2,3,Established Loyal Clients
65,141763.8,3.3,2,9,1,1,Conservative Wealth Preservers
58,153253.93,5.8,19,7,6,3,Established Loyal Clients
50,99037.54,10.0,24,0,3,0,Emerging Growth Seekers
59,120313.85,7.7,6,1,1,0,Emerging Growth Seekers
56,179099.71,3.0,23,8,1,3,Established Loyal Clients
49,287508.39,8.6,16,4,1,0,Emerging Growth Seekers
75,654285.76,1.0,9,6,4,1,Conservative Wealth Preservers
65,572807.05,4.3,16,4,7,1,Conservative Wealth Preservers
62,255688.66,2.5,6,7,7,1,Conservative Wealth Preservers
42,115481.67,9.2,12,4,7,0,Emerging Growth Seekers
58,37849.9,3.8,8,4,3,1,Conservative Wealth Preservers
42,400988.8,10.0,15,8,2,0,Emerging Growth Seekers
58,680775.29,9.8,8,3,2,0,Emerging Growth Seekers
50,253806.86,9.5,6,2,2,0,Emerging Growth Seekers
54,71092.15,3.2,0,3,7,1,Conservative Wealth Preservers
57,894004.88,8.9,8,5,1,2,High-Net-Worth Core
68,712871.55,8.0,1,6,3,1,Conservative Wealth Preservers
56,1396732.98,3.0,1,1,7,2,High-Net-Worth Core
33,122734.16,7.9,11,4,7,0,Emerging Growth Seekers
48,680961.53,4.7,3,6,4,1,Conservative Wealth Preservers
73,308505.58,4.5,13,7,2,3,Established Loyal Clients
72,127699.17,1.0,7,6,7,1,Conservative Wealth Preservers
40,325803.17,7.3,21,2,2,0,Emerging Growth Seekers
45,128940.49,3.9,15,4,5,0,Emerging Growth Seekers
66,78247.77,5.2,16,1,5,1,Conservative Wealth Preservers
50,255577.95,7.5,18,5,7,0,Emerging Growth Seekers
69,61400.22,8.9,9,4,4,0,Emerging Growth Seekers
80,687512.56,2.0,23,3,7,3,Established Loyal Clients
37,659816.99,10.0,12,3,6,0,Emerging Growth Seekers
74,342164.04,4.5,24,11,5,3,Established Loyal Clients
